run,experiment,maxfreq,snr,created_at,run_hash,completion,completion_marker,new_schema,wav_metrics_present,fold_prediction_files,run_manifest
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-4,2026-09-03T13:01:51,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-4/maxfreq=3kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=5kHz,-4,2026-09-03T14:36:56,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-4/maxfreq=5kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=10kHz,-8,2026-09-03T16:29:09,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-8/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=15kHz,-8,2026-09-03T18:10:10,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-8/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,-8,2026-09-03T19:51:59,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-8/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-8,2026-09-03T13:15:20,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-8/maxfreq=3kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=5kHz,-8,2026-09-03T14:50:48,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-8/maxfreq=5kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=10kHz,0,2026-09-03T16:00:40,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=0/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=15kHz,0,2026-09-03T17:41:13,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=0/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,2026-09-03T19:22:42,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=0/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,0,2026-09-03T12:48:27,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=0/maxfreq=3kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.11_0.3_2,maxfreq=5kHz,0,2026-09-03T14:23:10,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=0/maxfreq=5kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260908_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,2026-09-08T22:40:07,a1c9c8,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,2026-09-14T13:18:40,a85021,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,-20,2026-09-14T14:00:10,a85021,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,0,2026-09-14T13:39:26,a85021,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=22kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,no_noise,2026-09-14T12:16:41,a85021,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,-20,2026-09-14T12:58:09,a85021,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=-20/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260914_selected_log_architecture,2025.06.11_0.3_2,maxfreq=3kHz,0,2026-09-14T12:37:37,a85021,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260914_selected_log_architecture/maxfreq=3kHz/heatflux_reference_SNR=0/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260915_selected_log_architecture,2025.06.11_0.3_2,maxfreq=22kHz,no_noise,2026-09-15T09:36:28,2b4cef,incomplete_at_snapshot,False,True,False,2,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.11_0.3_2/regression_result/npy/ensemble/20260915_selected_log_architecture/maxfreq=22kHz/heatflux_no_noise/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260901_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,2026-09-01T16:27:49,96a920,legacy_chunk_metrics_only,False,False,False,5,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260901_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e500_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260901_selected_log_architecture,2025.06.18_0.3_3,maxfreq=3kHz,no_noise,2026-09-01T13:09:39,96a920,legacy_chunk_metrics_only,False,False,False,5,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260901_selected_log_architecture/heatflux_no_noise/maxfreq=3kHz/e500_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260901_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,-20,2026-09-01T18:40:39,96a920,legacy_chunk_metrics_only,False,False,False,5,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260901_selected_log_architecture/heatflux_reference_SNR=-20/maxfreq=22kHz/e500_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260901_selected_log_architecture,2025.06.18_0.3_3,maxfreq=3kHz,-20,2026-09-01T15:21:41,96a920,legacy_chunk_metrics_only,False,False,False,5,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260901_selected_log_architecture/heatflux_reference_SNR=-20/maxfreq=3kHz/e500_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260901_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,0,2026-09-01T17:34:21,96a920,legacy_chunk_metrics_only,False,False,False,5,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260901_selected_log_architecture/heatflux_reference_SNR=0/maxfreq=22kHz/e500_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260901_selected_log_architecture,2025.06.18_0.3_3,maxfreq=3kHz,0,2026-09-01T14:15:43,96a920,legacy_chunk_metrics_only,False,False,False,5,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260901_selected_log_architecture/heatflux_reference_SNR=0/maxfreq=3kHz/e500_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=10kHz,no_noise,2026-09-02T21:16:24,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_no_noise/maxfreq=10kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=15kHz,no_noise,2026-09-02T23:29:14,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_no_noise/maxfreq=15kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,2026-09-03T01:42:05,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=3kHz,no_noise,2026-09-02T16:52:40,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_no_noise/maxfreq=3kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=5kHz,no_noise,2026-09-02T19:04:16,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_no_noise/maxfreq=5kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=10kHz,-12,2026-09-02T22:32:14,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-12/maxfreq=10kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=15kHz,-12,2026-09-03T00:45:04,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-12/maxfreq=15kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,-12,2026-09-03T02:58:08,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-12/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=3kHz,-12,2026-09-02T18:07:47,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-12/maxfreq=3kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=5kHz,-12,2026-09-02T20:19:47,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-12/maxfreq=5kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=10kHz,-16,2026-09-02T22:51:15,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-16/maxfreq=10kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=15kHz,-16,2026-09-03T01:04:04,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-16/maxfreq=15kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,-16,2026-09-03T03:17:13,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-16/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=3kHz,-16,2026-09-02T18:26:34,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-16/maxfreq=3kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=5kHz,-16,2026-09-02T20:38:40,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-16/maxfreq=5kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=10kHz,-20,2026-09-02T23:10:14,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-20/maxfreq=10kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=15kHz,-20,2026-09-03T01:23:03,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-20/maxfreq=15kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,-20,2026-09-03T03:36:20,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-20/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
